artists,genres,release_date,name,popularity,uri,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",2013-04-19,Afraid,77,spotify:track:7brQHA2CgQpcMBiOlfiXYb,251186,0.464,0.701,6,-5.693,0.0411,0.00892,0.309,0.335,0.356,83.996
Alex G,"['indie pop', 'philly indie', 'pov: indie']",2012-11-05,Advice,68,spotify:track:3poJLRLGViMX3gicX9UYtD,157973,0.356,0.611,10,-5.71,0.0289,0.000183,0.867,0.127,0.272,170.069
Hozier,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",2014-09-19,Jackie and Wilson,70,spotify:track:4JpazKcfOhbwqZrsYhzHee,223120,0.555,0.727,6,-4.202,0.0388,0.0579,7.52e-06,0.0937,0.739,82.142
Del Water Gap,"['deep new americana', 'indie pop', 'pov: indie']",2021-10-08,Ode to a Conversation Stuck in Your Throat,72,spotify:track:51Lf3l6wx008NdBxCQnD6B,199232,0.57,0.804,11,-6.782,0.0701,0.0598,8.96e-05,0.187,0.624,87.533
KYLE,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'viral trap']",2015-10-02,Don't Wanna Fall In Love,73,spotify:track:3oX4rYpiWbx87CTBVQEwik,232368,0.486,0.616,0,-6.9,0.277,0.0149,0,0.356,0.601,132.151
Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",2009-01-01,Big Black Car,74,spotify:track:3Kj2EWpIBnvETsYq4cq0IH,217466,0.6,0.186,3,-15.926,0.0317,0.909,0.00102,0.104,0.468,110.044
Noah Kahan,['pov: indie'],2023-06-09,Stick Season,69,spotify:track:7ibpNcYxrstM16ehN7OwbK,182346,0.666,0.507,9,-6.867,0.065,0.775,0,0.0988,0.801,117.12
Two Feet,"['indie poptimism', 'modern rock']",2018-10-05,I Feel Like I'm Drowning,79,spotify:track:3aauaXWRgwCMoykMbI0Jq1,185520,0.717,0.577,8,-5.436,0.0491,0.708,0.00428,0.0899,0.235,104.927
beabadoobee,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",2018-12-07,Tired,74,spotify:track:6F5mZpEEjhsAW8UEqbIpz1,199514,0.63,0.418,7,-7.111,0.0254,0.483,0.15,0.111,0.345,140.037
Phoebe Bridgers,"['indie pop', 'la indie', 'pov: indie']",2017-09-22,Scott Street,74,spotify:track:6Uwi2Qk3H7fM4b4W4ExrAp,305000,0.508,0.417,10,-9.632,0.0296,0.77,0.0928,0.0887,0.483,134.944
Miracle Musical,['pov: indie'],2012,Labyrinth,74,spotify:track:0L7MpEwFgZRP5rFdXOYaRT,152745,0.496,0.803,1,-6.234,0.0498,0.0214,0.000734,0.328,0.318,126.885
Noah Kahan,['pov: indie'],2023-06-09,All My Love,69,spotify:track:11F1Tpe5da6M6vKLbUjauU,251510,0.651,0.657,2,-7.16,0.0532,0.327,0,0.0932,0.475,115.964
Grimes,"['art pop', 'canadian electropop', 'grave wave', 'indietronica', 'metropopolis', 'neo-synthpop']",2012-02-21,Oblivion,69,spotify:track:3LGsgpx4TfxhXbr07OFKqs,251266,0.697,0.529,2,-8.838,0.0338,0.115,0.896,0.0895,0.486,155.974
Matt Maltese,"['indie anthem-folk', 'indie pop', 'pov: indie']",2017-03-06,As the World Caves In,73,spotify:track:4JE6agBLHGA5TaF6FlqfBD,218754,0.331,0.45,10,-5.362,0.034,0.365,0.00464,0.22,0.18,123.829
M.I.A.,"['escape room', 'indietronica', 'neo-synthpop', 'new rave']",2013-01-01,Bad Girls,76,spotify:track:6nzXkCBOhb2mxctNihOqbb,227520,0.639,0.912,1,-2.621,0.0615,0.00107,0,0.097,0.343,143.448
Young the Giant,"['indietronica', 'modern alternative rock', 'modern rock', 'pov: indie', 'stomp and holler']",2015-04-18,Mind Over Matter (Reprise),79,spotify:track:77KnJc8o5G1eKVwX5ywMeZ,230866,0.393,0.487,0,-6.348,0.0337,0.229,0,0.128,0.3,151.958
Noah Kahan,['pov: indie'],2023-06-09,She Calls Me Back,69,spotify:track:1KUINfIgNjnttphTi4imgI,243815,0.752,0.686,11,-6.454,0.0378,0.0892,0,0.291,0.713,127.944
G-Eazy,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",2017-12-15,Him & I (with Halsey),80,spotify:track:5k38wzpLb15YgncyWdTZE4,268866,0.589,0.731,2,-6.343,0.0868,0.0534,0,0.308,0.191,87.908
AJR,['pov: indie'],2021-03-26,Way Less Sad,67,spotify:track:6g3XrmNrWVa33dZuxIhMbF,206108,0.701,0.547,2,-8.238,0.0483,0.00843,0,0.0987,0.4,140.015
Lemon Demon,"['indietronica', 'pixel', 'pov: indie']",2006-07-20,Fine,74,spotify:track:2GlV9w8oHSQdiPPk9lxqlp,279910,0.705,0.806,0,-9.129,0.0405,0.0797,0.000169,0.0545,0.439,134.997
Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",2018-06-29,Deadman's Curve (Live),69,spotify:track:3BLKY8w5XTehYgLb3cFZgg,207453,0.392,0.496,2,-9.664,0.203,0.731,0,0.908,0.604,172.243
Dermot Kennedy,"['folk-pop', 'irish pop', 'uk pop']",2022-11-18,Something to Someone,69,spotify:track:56U84FLjFgsEY6NZvuxa3U,198106,0.521,0.869,0,-6.278,0.108,0.247,1.55e-06,0.0765,0.418,146.931
Lizzy McAlpine,"['alt z', 'boston folk', 'indie pop']",2022-04-08,orange show speedway,62,spotify:track:6Ngps97GnSV17gGxsYX1NZ,226736,0.63,0.53,1,-9.279,0.0559,0.625,0.00544,0.111,0.575,157.968
Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",2009-01-01,Virginia May,60,spotify:track:435XaJ1Mqo5Pd7AwRE7nrF,178346,0.542,0.318,0,-12.797,0.0369,0.826,4.07e-05,0.106,0.489,88.881
The National,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",2023-04-28,This Isn’t Helping (feat. Phoebe Bridgers),65,spotify:track:56QXS0Hk7mKpuLaFJQ3x8F,244960,0.385,0.565,10,-9.871,0.0316,0.744,0.383,0.0873,0.58,180.097
Mumford & Sons,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",2018-11-16,Woman,60,spotify:track:3IlbpxM6lji2UsBL2VYIAn,274552,0.586,0.514,1,-11.928,0.0395,0.643,0.421,0.11,0.155,156.96
Novo Amor,"['ambient folk', 'indie folk']",2014-03-31,Holland,65,spotify:track:27Db1BCtkCQ4bFvENFYogm,159877,0.496,0.174,1,-11.908,0.0372,0.907,0.0721,0.114,0.0903,137.993
NEEDTOBREATHE,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'folk-pop']",2016-07-15,TESTIFY,59,spotify:track:5OpjJ9qy54D3PzQJ1s4Q9X,243800,0.495,0.71,0,-3.941,0.0288,0.471,0,0.0703,0.319,90.024
Iron & Wine,"['acoustic pop', 'chamber pop', 'indie folk', 'indie rock', 'stomp and holler']",2018-08-31,Autumn Town Leaves,65,spotify:track:6HbxpoChDH9ThadFOSAnma,195200,0.662,0.322,1,-15.115,0.0304,0.855,0.0019,0.144,0.425,115.771
Wilderado,"['indie folk', 'stomp and holler']",2017-07-28,Rubble To Rubble,59,spotify:track:3o5K1YmFz9i9KluRGJusd1,204000,0.559,0.454,9,-8.377,0.0377,0.376,4.88e-06,0.258,0.284,134.941
Nathaniel Rateliff & The Night Sweats,"['indie folk', 'modern blues rock', 'new americana', 'stomp and holler']",2015-08-21,Howling At Nothing,60,spotify:track:2YhAqgvjzU2Rw44rAqzGl6,189853,0.583,0.828,10,-4.186,0.0612,0.246,0.000121,0.103,0.709,99.843
Lizzy McAlpine,"['alt z', 'boston folk', 'indie pop']",2022-04-08,erase me,62,spotify:track:4R2DDseYW2tsmMhvdQQ2Po,214468,0.415,0.45,6,-8.529,0.0599,0.578,2.82e-05,0.155,0.305,93.17
The Beach Boys,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",2006-01-01,Good Vibrations - Remastered 2001,64,spotify:track:2oF7FZHIJbzjeEXZ3D0Ku4,217746,0.403,0.495,10,-6.888,0.0312,0.387,8.03e-06,0.147,0.38,132.912
Wind Rose,"['fantasy metal', 'italian folk metal', 'italian power metal', 'middle earth', 'tolkien metal']",2019-09-27,Diggy Diggy Hole,67,spotify:track:0FDY2EHOv32kUoqplU1hdY,315986,0.311,0.942,8,-5.175,0.0483,0.000206,0.238,0.158,0.651,125.006
The Moldy Peaches,"['anti-folk', 'lo-fi']",2001-09-11,Anyone Else But You,62,spotify:track:2pKi1lRvXNASy7ybeQIDTy,180093,0.521,0.237,7,-12.535,0.051,0.923,0,0.144,0.58,145.856
The Paper Kites,"['acoustic pop', 'australian indie folk', 'indie folk', 'stomp and holler']",2013-09-30,Tin Lover,61,spotify:track:0oODAuxcJ94qCEYMgsCti4,199653,0.651,0.0324,1,-22.56,0.0333,0.961,0.792,0.101,0.101,89.994
Caamp,"['indie folk', 'stomp and holler']",2020-09-30,Officer of Love,59,spotify:track:4KhBvLbRr58rHPF24bdL9Q,239805,0.662,0.574,4,-8.696,0.0261,0.298,0.00902,0.115,0.948,109.085
Beck,"['alternative rock', 'anti-folk', 'permanent wave', 'rock']",2008-07-08,Gamma Ray,63,spotify:track:2iWfZFAF8BCi0CY4NyuP8D,176920,0.603,0.909,11,-4.213,0.0385,0.109,0.249,0.329,0.7,168.116
Aaron Espe,"['indie folk', 'modern indie folk', 'stomp and flutter']",2015,Making All Things New,66,spotify:track:6VwAh8Z1d5YKoSWoEaV4db,159600,0.787,0.355,0,-11.429,0.0288,0.896,0.0201,0.111,0.48,99.978
Alexi Murdoch,"['acoustic pop', 'british singer-songwriter', 'indie folk']",2006-06-06,All My Days,58,spotify:track:3RPerpXuNznZbCuWYEBz5i,297120,0.417,0.425,2,-10.99,0.032,0.807,0.732,0.097,0.506,88.272
Novo Amor,"['ambient folk', 'indie folk']",2018-10-19,"Oh, Round Lake",63,spotify:track:4J0LMAbGMFktgaR9CfF5FU,175093,0.564,0.227,1,-14.668,0.0407,0.963,0.000824,0.0601,0.222,124.824
Nathaniel Rateliff & The Night Sweats,"['indie folk', 'modern blues rock', 'new americana', 'stomp and holler']",2018-03-09,Hey Mama,59,spotify:track:71DxoKxpHcW8iaYNczwGi3,240666,0.5,0.55,5,-8.447,0.0286,0.189,0.0921,0.0999,0.522,76.04
Young Rising Sons,['folk-pop'],2018-09-28,SAD (Clap Your Hands),61,spotify:track:22jEGuVPtvtMqKPuXdOVCh,152202,0.671,0.874,0,-4.188,0.0448,0.0829,2.72e-05,0.294,0.747,109.96
Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",2009-01-01,Dandelion Wine,61,spotify:track:5AeoHJUx0PJXAzN425xryh,184906,0.413,0.1,0,-16.349,0.0332,0.784,0.381,0.0819,0.186,110.696
Bahamas,"['canadian indie', 'indie folk', 'stomp and holler']",2018-02-16,Way With Words,60,spotify:track:6ioeN8jQ8Qc3tS8dhpoAVi,260959,0.785,0.53,6,-6.995,0.0634,0.359,0.00198,0.0774,0.729,146.38
Harry McClintock,['traditional folk'],2002-04-23,The Big Rock Candy Mountain,58,spotify:track:6PIEE443qM0IS279RdW24q,135146,0.668,0.172,0,-13.835,0.2,0.871,0,0.095,0.573,94.51
The Paper Kites,"['acoustic pop', 'australian indie folk', 'indie folk', 'stomp and holler']",2018-04-18,Nothing More Than That,61,spotify:track:7HA9zJxl6LFOOQUSnqefsK,181613,0.555,0.099,11,-20.199,0.0324,0.939,0.596,0.108,0.28,84.431
Fruit Bats,"['chamber pop', 'indie folk', 'indie rock', 'new americana', 'stomp and holler']",2003-08-04,When U Love Somebody,60,spotify:track:68Euox5QCQrf0sMI847CfC,271160,0.723,0.763,7,-6.366,0.0262,0.122,0.00543,0.343,0.586,120.961
Lizzy McAlpine,"['alt z', 'boston folk', 'indie pop']",2021-04-21,Angelina,60,spotify:track:7epHo3miOIJ3fYEPAdCAf9,225500,0.416,0.121,11,-16.499,0.0564,0.929,2.12e-05,0.109,0.19,170.251
Penny and Sparrow,"['acoustic pop', 'indie folk', 'indiecoustica', 'stomp and holler']",2019-08-02,Don't Wanna Be Without Ya,59,spotify:track:0WSGIwIEqpfe3jGJ5fZsHr,207762,0.651,0.86,7,-7.8,0.138,0.609,0.00646,0.0735,0.29,115.0
Trampled by Turtles,"['duluth indie', 'indie folk', 'jam band', 'new americana', 'progressive bluegrass', 'stomp and holler']",2018-07-13,Wildflowers,59,spotify:track:1VJ4tttfxHq0Eu5x2nTCvx,168849,0.495,0.444,5,-8.617,0.0276,0.327,5.39e-06,0.269,0.65,105.431
Lord Huron,"['indie folk', 'modern rock', 'stomp and holler']",2018-04-20,Wait by the River,59,spotify:track:2g9LXMNIBCqmngHpH9nXv0,191306,0.476,0.543,0,-5.158,0.0287,0.151,0.0633,0.0982,0.342,163.942
The National,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",2023-04-28,Tropic Morning News,65,spotify:track:6oYXnC1pi6S8GJF32jvdmx,309400,0.565,0.818,6,-6.739,0.0308,0.0307,0.0123,0.0947,0.719,144.028
The National,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",2013-05-20,I Need My Girl,67,spotify:track:50M7nY1oQuNHecs0ahWAtI,245240,0.52,0.436,0,-11.508,0.0355,0.865,0.0651,0.123,0.114,126.053
Dermot Kennedy,"['folk-pop', 'irish pop', 'uk pop']",2022-11-18,Innocence and Sadness,68,spotify:track:1nJatkqxWH7TQwBrP39yNd,252657,0.505,0.397,11,-8.032,0.0661,0.923,0,0.109,0.653,65.054
AJJ,"['acoustic punk', 'anti-folk', 'folk punk', 'pov: indie']",2020-01-17,Body Terror Song,59,spotify:track:3D1PuFi2U8lmtdWRZcCz1f,157600,0.507,0.399,9,-10.917,0.0358,0.871,0.000377,0.113,0.225,115.588
Nathaniel Rateliff,"['indie folk', 'new americana', 'stomp and holler']",2017-05-19,You Should've Seen The Other Guy,59,spotify:track:6JLDtbLnwXylINj16yAtPp,181283,0.6,0.424,0,-8.975,0.0358,0.432,5e-06,0.111,0.384,79.119
Novo Amor,"['ambient folk', 'indie folk']",2016-04-15,Alps,63,spotify:track:5eG8QuQKOBvDeCyoOeMkhT,194160,0.354,0.311,3,-10.377,0.0321,0.965,0.0315,0.204,0.135,146.631
George Ezra,"['folk-pop', 'neo-singer-songwriter']",2022-06-10,Anyone For You (Tiger Lily),76,spotify:track:44JSreJxvgl3CxLo5MoQL0,187682,0.662,0.807,10,-3.285,0.0411,0.293,3.55e-06,0.189,0.772,103.031
Vance Joy,"['folk-pop', 'modern rock']",2022-06-10,Don't Fade,60,spotify:track:1Dgcy5t2hwVGWqvbMJr88F,190253,0.688,0.503,2,-6.904,0.0309,0.402,0.0111,0.0845,0.167,134.076
Matt Maltese,"['indie anthem-folk', 'indie pop', 'pov: indie']",2020-08-07,little person,63,spotify:track:1VrUeEmCs6wGwPkWuEFr09,201034,0.265,0.352,6,-9.433,0.0369,0.645,0.635,0.174,0.206,67.407
Nathaniel Rateliff & The Night Sweats,"['indie folk', 'modern blues rock', 'new americana', 'stomp and holler']",2015-08-21,I Need Never Get Old,62,spotify:track:6YfEvtwpQwGAWZBWzNmoIw,253733,0.614,0.744,7,-5.647,0.0407,0.00203,0.0797,0.0664,0.766,135.093
Caamp,"['indie folk', 'stomp and holler']",2021-02-26,Square One,60,spotify:track:5taOnvtHJUxuaqaLdMNqFd,186794,0.685,0.25,4,-15.138,0.0416,0.911,0.000306,0.108,0.317,103.387
The Paper Kites,"['acoustic pop', 'australian indie folk', 'indie folk', 'stomp and holler']",2013-09-30,Tenenbaum,60,spotify:track:1AGaqD9PjgeLDy6mYLwAQK,219080,0.488,0.17,1,-18.851,0.0386,0.881,0.614,0.0937,0.444,88.449
The Secret Sisters,"['folk', 'indie folk', 'new americana']",2017-06-09,He's Fine,59,spotify:track:34iHUnhp0sZXdnpQLP43PI,223400,0.557,0.616,10,-8.938,0.0387,0.559,8.04e-05,0.0812,0.471,86.802
Hollow Coves,['indie folk'],2017-07-14,The Woods - Acoustic,66,spotify:track:7MIMNleq34UeRnlLRdPpGY,239960,0.568,0.558,9,-8.553,0.0278,0.724,0.000331,0.116,0.287,104.991
Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",2013-07-09,Time Will Tell,59,spotify:track:76PS07wzG7zYMy8rHPjL2t,167533,0.37,0.25,5,-11.506,0.0295,0.958,0.00112,0.124,0.41,168.0
Houndmouth,"['indie folk', 'modern folk rock', 'new americana', 'stomp and holler']",2021-11-05,Miracle Mile,58,spotify:track:2uL6H4ShIUYyu7FL0fRvsg,188240,0.775,0.564,6,-9.41,0.0435,0.123,0.00151,0.11,0.267,142.036
Mumford & Sons,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",2018-11-16,Guiding Light,59,spotify:track:7E6IL7WFO9ozoWramet7PE,217633,0.55,0.689,7,-8.65,0.0422,0.0565,1.23e-05,0.0739,0.294,100.054
Iron & Wine,"['acoustic pop', 'chamber pop', 'indie folk', 'indie rock', 'stomp and holler']",2016-10-28,Time After Time,68,spotify:track:5JEM7lT9uSyhUsKFXwGfSm,170216,0.627,0.247,1,-13.303,0.0321,0.811,0.0587,0.112,0.639,125.305
Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",2009-01-01,That Moon Song,60,spotify:track:3lw0CSMQ88LcN0ZMP6DlWi,214226,0.255,0.394,2,-12.609,0.0309,0.653,0.1,0.148,0.267,145.315
Good Charlotte,"['alternative metal', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",2002-10-04,Lifestyles of the Rich & Famous,72,spotify:track:2g2a5kDeZexbUTD8abcvm6,190173,0.62,0.93,1,-3.685,0.0374,0.00043,0,0.0686,0.609,106.22
Bring Me The Horizon,"['melodic metalcore', 'metalcore', 'modern rock', 'pop punk', 'rock', 'uk metalcore']",2013-04-01,Sleepwalking,73,spotify:track:0gchQwxmBWj5no8NJ8b2yH,230093,0.4,0.959,2,-3.258,0.103,0.000187,4.21e-06,0.231,0.339,149.062
Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2000-05-16,Passenger,67,spotify:track:7IoK6jZBxY7NMoQPoPXZCF,368666,0.345,0.797,0,-6.152,0.0551,0.00188,0.0668,0.145,0.223,117.987
P.O.D.,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']",2001-09-11,Boom,69,spotify:track:5DooySfCD1xCJ49gQm9rx7,190760,0.559,0.931,9,-5.863,0.0721,0.00318,1.24e-05,0.0624,0.644,90.911
Three Days Grace,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",2012-10-02,Chalk Outline,66,spotify:track:0XGV1bem5W9ICY2rgleryV,181986,0.59,0.792,7,-5.013,0.0603,0.000567,0,0.0448,0.663,153.023
Escape the Fate,"['alternative metal', 'metalcore', 'neon pop punk', 'pixie', 'pop punk', 'screamo']",2013-05-14,One For the Money,70,spotify:track:77tR4iQgyQTAnhhuPik3ZP,199950,0.525,0.964,5,-3.451,0.0571,0.000328,5.5e-06,0.0527,0.385,90.013
Staind,"['alternative metal', 'nu metal', 'post-grunge']",2001-05-22,For You,63,spotify:track:464HG7mt7NNKtKY0Hco8Y8,206200,0.318,0.958,10,-2.683,0.442,0.0603,4.68e-06,0.0981,0.3,163.089
Breaking Benjamin,"['alternative metal', 'nu metal', 'post-grunge']",2004-01-01,So Cold - Remix,66,spotify:track:4BJyt25nburVwbnESDeIc7,273440,0.49,0.774,0,-5.436,0.0604,0.00305,8.16e-05,0.12,0.297,153.048
A Day To Remember,"['alternative metal', 'metalcore', 'pop punk', 'screamo']",2009-02-03,Have Faith In Me,66,spotify:track:4IX6QvjOI62tyHigVsTUlv,188813,0.507,0.933,0,-4.7,0.0869,7e-05,0,0.105,0.715,149.996
Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",2023-06-02,Rescued,73,spotify:track:3nDstVXtr6xbCZKs5Ka2rZ,258648,0.274,0.956,4,-4.978,0.0814,1.37e-05,1.33e-06,0.117,0.339,150.207
Five Finger Death Punch,"['alternative metal', 'groove metal', 'nu metal']",2019-04-12,Blue on Black,64,spotify:track:0JHREzo9WzIP4vyybhSKPa,274615,0.448,0.871,7,-4.911,0.0349,0.00182,1.72e-05,0.0832,0.404,156.049
Papa Roach,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",2017-05-19,Help,69,spotify:track:6EaGMOSWL2LndwY6gClBaD,214797,0.383,0.9,7,-5.42,0.134,0.00085,1.94e-06,0.271,0.286,183.96
Puddle Of Mudd,"['alternative metal', 'nu metal', 'post-grunge']",2001-08-28,Control,66,spotify:track:575Sz3R4xOhueUstPObylF,230066,0.444,0.913,6,-3.452,0.0992,0.00308,0,0.38,0.569,163.689
Testament,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'old school thrash', 'thrash metal']",2008-04-25,For the Glory of...,72,spotify:track:6J4VOoKhRZFNeWkVH0WTzH,72493,0.45,0.892,8,-5.099,0.0466,2.8e-06,0.883,0.0878,0.49,120.048
Ghost,"['hard rock', 'metal']",2018-06-01,Dance Macabre,66,spotify:track:1E2WTcYLP1dFe1tiGDwRmT,219720,0.619,0.696,7,-6.269,0.0315,1.89e-05,0.00555,0.38,0.727,125.986
Evanescence,['alternative metal'],2006-01-01,Call Me When You're Sober,71,spotify:track:663Karu2rvKLdnY0eo1n3M,214706,0.45,0.883,7,-4.094,0.0524,0.00193,0,0.293,0.328,93.41
Seether,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",2014-01-01,Nobody Praying For Me,66,spotify:track:3bq8WiQrEXMwPAibYs7tpu,197800,0.541,0.916,7,-5.964,0.0612,0.00326,2.04e-06,0.0967,0.627,156.015
Mudvayne,"['alternative metal', 'industrial metal', 'nu metal', 'rap metal']",2000-08-13,Dig,66,spotify:track:7vrLphPq4yjaX7jiDdd2Nc,162293,0.623,0.983,11,-3.548,0.151,9.62e-05,0.0617,0.261,0.271,134.975
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000-10-24,Points of Authority,72,spotify:track:5egqKwgK5r5rvGD1LrtR7J,200240,0.512,0.97,8,-3.886,0.212,0.03,0,0.0994,0.427,94.952
Caskets,['metalcore'],2021-08-13,Glass Heart,70,spotify:track:1nxbn0COjeyH7MQZ27T3CR,224421,0.412,0.958,6,-5.432,0.0997,0.000225,4.71e-05,0.119,0.341,164.072
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2007-05-14,Leave Out All The Rest,73,spotify:track:0sp00HSXkQyqTa6QqM0O8V,209306,0.509,0.629,0,-6.434,0.0335,0.209,1.99e-06,0.369,0.237,80.012
Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",2023-06-02,The Glass,73,spotify:track:26iWAXoJRiUv9yYzxYBqSv,229786,0.407,0.741,2,-4.104,0.0345,0.00175,0,0.135,0.232,145.781
Avenged Sevenfold,"['alternative metal', 'nu metal']",2023-06-02,(O)rdinary,67,spotify:track:5Jfa1TJRwDnofxUlDg1yQy,172318,0.618,0.708,0,-7.778,0.0305,0.00242,0.0524,0.195,0.541,115.039
Chevelle,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']",2011-12-06,Face to the Floor,65,spotify:track:6sREV6MpLHTqcOmBK5mvYF,218560,0.515,0.857,5,-4.582,0.0511,1.25e-05,0.0954,0.486,0.669,92.028
Nickelback,"['alternative metal', 'canadian rock', 'post-grunge']",2005-09-26,Photograph,71,spotify:track:3hb2ScEVkGchcAQqrPLP0R,258920,0.515,0.876,8,-3.756,0.0292,0.000932,0.000166,0.136,0.385,145.916
All That Remains,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge']",2008-09-16,Two Weeks,65,spotify:track:0XT70Wk9pP8JZkmJhfntuL,257346,0.558,0.943,1,-4.81,0.0535,0.00191,4.38e-05,0.248,0.56,111.994
Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",2016-06-17,Dark Necessities,76,spotify:track:2oaK4JLVnmRGIO9ytBE1bt,302000,0.7,0.742,5,-6.777,0.0716,0.0722,0.0199,0.11,0.197,91.959
Bad Wolves,"['alternative metal', 'metal', 'post-grunge']",2018-05-11,Zombie,69,spotify:track:1eadPrzB2P0ikQcqhKSAtv,254805,0.448,0.826,2,-3.244,0.0319,0.00756,0,0.117,0.19,77.093
Killswitch Engage,"['alternative metal', 'boston metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge']",2006-01-21,Holy Diver,67,spotify:track:3a9urnht8HvfFzPwd0ipx6,250253,0.369,0.995,0,-2.584,0.12,7.6e-05,0.00589,0.241,0.27,185.985
Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2003-11-19,Right Now,63,spotify:track:437ShA8eBSfBmezIP9MeX1,189960,0.56,0.935,11,-3.609,0.0986,0.000726,0.000645,0.0776,0.383,102.946
Theory of a Deadman,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",2014-07-08,Angel,67,spotify:track:2qJkesdHu9sMMVFgkRkqhQ,202213,0.443,0.844,11,-5.414,0.0425,0.00251,0,0.085,0.452,76.001
Five Finger Death Punch,"['alternative metal', 'groove metal', 'nu metal']",2011,Under and Over It,63,spotify:track:7DyCmfT0WNViykLTHGT3yO,218133,0.473,0.996,11,-3.027,0.173,1.41e-05,0,0.26,0.0952,76.006
Falling In Reverse,"['pop punk', 'rap metal']",2015-02-24,Sexy Drug,69,spotify:track:4TncWhCfACwaIU8hllz8SQ,194671,0.367,0.978,5,-2.308,0.232,0.00146,0,0.113,0.639,135.15
Avenged Sevenfold,"['alternative metal', 'nu metal']",2023-06-02,We Love You,67,spotify:track:0JUZetZb7lxLsmT7HwNCQv,375026,0.309,0.813,9,-9.647,0.0471,0.000441,0.187,0.0625,0.108,140.034
Avenged Sevenfold,"['alternative metal', 'nu metal']",2023-06-02,Beautiful Morning,67,spotify:track:0hTO34HlurDf9J8LSZm7Nl,392146,0.483,0.695,4,-8.27,0.0332,0.000485,0.473,0.144,0.108,132.052
Motionless In White,"['alternative metal', 'metalcore']",2022-06-10,Werewolf,67,spotify:track:1e1rQNYCZToyBDDka1Io34,212082,0.495,0.951,10,-3.01,0.149,0.0006,0,0.116,0.515,95.01
